association_kind,left_feature,right_feature,spearman_rho,abs_spearman_rho,p_value,n_structures
program_image_association,embedding__266__std,program__emt_invasive_front__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__268__mean,program__immune_exclusion__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__269__mean,program__stromal_encapsulation__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__269__mean,program__stromal_encapsulation__spatial_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__269__mean,program__top_program_score__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__270__mean,program__immune_exclusion__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__271__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__273__mean,program__immune_exclusion__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__273__mean,program__emt_invasive_front__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__273__mean,program__emt_invasive_front__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__275__std,program__tls_adjacent_activation__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__277__mean,program__immune_exclusion__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__280__std,program__immune_exclusion__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__280__std,program__emt_invasive_front__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__280__std,program__emt_invasive_front__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__286__std,program__immune_exclusion__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__287__std,program__myeloid_vascular_belt__spatial_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__287__std,program__myeloid_vascular_belt__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__289__mean,program__immune_exclusion__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__28__mean,program__myeloid_vascular_belt__spatial_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__28__mean,program__myeloid_vascular_belt__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__290__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__290__std,program__necrotic_hypoxic_rim__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__296__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__298__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__298__std,program__tls_adjacent_activation__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__301__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__302__mean,program__immune_exclusion__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__303__mean,program__necrotic_hypoxic_rim__omics_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__303__std,program__myeloid_vascular_belt__spatial_evidence__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
program_image_association,embedding__303__std,program__myeloid_vascular_belt__mean,-0.9999999999999999,0.9999999999999999,1.4042654220543602e-24,5
