cell_id,x,y,celltype,role,feature,score,sender_celltype,receiver_celltype,ligand,receptor
kdfljjmb-1,8783.767578125,2507.411865234375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdfmdoig-1,8783.283203125,2497.28564453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdhdlheg-1,8871.0439453125,2810.509765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdhfckbk-1,8841.94921875,2807.54931640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdhlakkd-1,8884.189453125,2797.329345703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdilabgo-1,8795.9658203125,2881.2255859375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdilbdcb-1,8791.8984375,2875.859375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdilogeh-1,8810.060546875,2849.755859375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdimbdae-1,8816.6044921875,2850.69921875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdimdanp-1,8802.37109375,2872.525634765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdipocke-1,8834.2275390625,2758.7841796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdjbgfnc-1,9334.3408203125,2377.249267578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdjbjhca-1,9342.208984375,2373.868896484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdjjolhc-1,9394.3349609375,2400.362548828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdjolhac-1,9450.6826171875,2410.0849609375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdjpjiph-1,9451.1826171875,2418.07373046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdmggcme-1,9457.2841796875,2396.287353515625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdmhpdip-1,9195.2197265625,2677.910400390625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdnppofj-1,9481.751953125,2482.297607421875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdodjlai-1,9437.21484375,2481.14111328125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kdphmfbf-1,9437.5810546875,2496.5458984375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keaghnnk-1,9487.8251953125,2519.997802734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keahlpak-1,9483.751953125,2504.842529296875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kebeiebg-1,9389.2294921875,2588.14892578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kebekoeb-1,9425.466796875,2567.528564453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kebepgnp-1,9400.6845703125,2562.087890625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kebfckcg-1,9402.021484375,2570.743896484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kebjkkok-1,9373.744140625,2583.751953125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kebjnoil-1,9380.4287109375,2583.59912109375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kebkdole-1,9377.1259765625,2572.69189453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kecpboae-1,9323.5791015625,2598.531494140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kecpmeln-1,9328.8369140625,2602.3447265625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kedlmdao-1,8798.865234375,2411.422607421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kedpdlod-1,8829.53125,2360.766845703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keefgldf-1,8917.357421875,2432.8330078125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keefjpjc-1,8915.80859375,2424.552490234375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keehbole-1,8902.4873046875,2435.51611328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keehcljl-1,8901.826171875,2423.244873046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keemcnob-1,9024.0966796875,2357.08056640625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kefadjca-1,9064.8388671875,2257.171630859375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kefbhpkm-1,9031.17578125,2329.614990234375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kefiolem-1,9342.2333984375,2325.31689453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keggngip-1,9120.0732421875,2268.175537109375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kegmkdao-1,9276.85546875,2414.2646484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kegnadng-1,9264.2392578125,2411.98583984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kegndagm-1,9251.677734375,2422.548095703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kehjoppc-1,9131.5361328125,2375.55908203125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kehplgfj-1,9429.0869140625,2767.690673828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kehpncbg-1,9442.662109375,2752.571533203125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keibkkne-1,9456.4150390625,2766.93798828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keifnnon-1,9439.134765625,2860.08642578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keiggdmp-1,9442.2294921875,2872.968994140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keihjehn-1,9503.015625,2749.231689453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keiiikmi-1,9505.865234375,2803.361083984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keiiioln-1,9506.1279296875,2819.22705078125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keijbinm-1,9512.80078125,2805.731689453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keimomba-1,9493.3896484375,2763.260986328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kejbnicj-1,9459.0830078125,2696.31103515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kejdpcjp-1,9465.048828125,2701.594482421875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kekaedco-1,9740.74609375,2578.075439453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keobmipg-1,9467.392578125,2679.97314453125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
keopigcd-1,9473.94921875,2672.93310546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfaencpg-1,9802.744140625,2548.1396484375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfahkpkk-1,9819.4482421875,2540.279296875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfahomok-1,9814.7236328125,2529.133056640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfaibkeh-1,9800.640625,2526.232177734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfaicndk-1,9812.4814453125,2497.779541015625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfaimmlh-1,9801.1357421875,2500.896240234375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfakhjib-1,9794.080078125,2492.248779296875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfapiano-1,9849.9453125,2472.45751953125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfbajjgn-1,9838.044921875,2469.6025390625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfbbniio-1,9805.0107421875,2488.6318359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfcjmamj-1,9871.130859375,2446.20654296875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfclakpl-1,9783.919921875,2450.079345703125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfcmfnil-1,9789.6630859375,2444.390869140625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfgboboo-1,9860.02734375,2836.744140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfgcabpk-1,9855.2529296875,2831.534423828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfgdjhgg-1,9845.078125,2776.634765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfgfobpe-1,9871.865234375,2823.4931640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfhdgnfn-1,9752.2001953125,2617.642822265625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfhkdila-1,9819.6005859375,2703.65087890625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfhljjkh-1,9837.8935546875,2723.138916015625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfhmajcj-1,9852.0224609375,2716.05224609375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfhmmnfk-1,9852.00390625,2701.0712890625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfhmnmco-1,9833.55078125,2673.537353515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfhnbnff-1,9867.20703125,2705.881103515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfikhllc-1,9793.771484375,2710.4658203125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfilcajo-1,9791.6884765625,2688.747314453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfklimhd-1,9870.1552734375,2328.13916015625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfmfiijk-1,9150.65625,1595.4410400390625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfmkkfhm-1,9185.8857421875,1709.1566162109375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfmldpoa-1,9193.7138671875,1717.369384765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfmnpdmh-1,9019.638671875,1662.51171875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnbmkal-1,9060.32421875,1721.37353515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnckief-1,9022.2060546875,1710.7608642578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfndaagh-1,9031.5625,1717.9864501953125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfndfmnl-1,9033.9228515625,1711.5633544921875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnflllk-1,8973.50390625,1827.2303466796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnhdene-1,8966.9765625,1820.995849609375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnkacje-1,8988.3525390625,1831.5093994140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnmmibi-1,9005.9873046875,1857.839111328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnnikpj-1,8994.22265625,1847.4097900390625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnofcdc-1,9007.234375,1865.85546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnpdlgn-1,9008.6650390625,1875.2437744140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfnpnnpa-1,8999.1328125,1868.9866943359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfoaonfh-1,9060.216796875,1762.927978515625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfobiloa-1,9043.4814453125,1764.9508056640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfoebadb-1,9013.166015625,1762.8411865234375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfoehoeb-1,9020.0234375,1783.6259765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfoelmlh-1,8995.1083984375,1771.059326171875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfogelof-1,8986.3310546875,1748.31494140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfogplnd-1,8997.037109375,1742.3294677734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfoioecf-1,9103.71875,1753.4261474609375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfojbmac-1,9081.9765625,1773.2186279296875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfojlpec-1,9091.5498046875,1764.6878662109375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfomjpao-1,9078.103515625,1721.5621337890625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfomkfge-1,9107.484375,1735.7442626953125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfomklgf-1,9099.544921875,1728.091064453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfondbmn-1,9121.3779296875,1743.0736083984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfpfiplb-1,9167.861328125,1727.608642578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfpfmpkd-1,9153.037109375,1727.4600830078125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfphdlmc-1,9144.2763671875,1750.367919921875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfpheanp-1,9140.115234375,1775.374755859375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kfphegnm-1,9155.208984375,1756.770263671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgajepdj-1,8983.388671875,2223.867919921875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgajific-1,8979.4462890625,2239.08349609375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgakblip-1,8926.6455078125,2253.809326171875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgakgbam-1,8931.8203125,2257.133544921875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgaknnne-1,8944.275390625,2261.952392578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgaldcbm-1,8957.5166015625,2262.564697265625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgalfkeg-1,8993.2890625,2248.16064453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgaliedg-1,8985.1953125,2252.862060546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgamagfi-1,8924.677734375,2236.373779296875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgambhng-1,8927.2509765625,2243.86328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgammela-1,8939.1162109375,2242.6826171875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgbacell-1,8842.376953125,2193.44091796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgbmjcog-1,8976.2294921875,2325.23583984375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgbnapoo-1,8995.8203125,2323.1884765625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgcahdob-1,8956.390625,2281.0048828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgcoognd-1,9126.0234375,2194.119873046875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgcpchbi-1,9129.4404296875,2195.425537109375,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgcpifdn-1,9115.1572265625,2184.06640625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgdadafg-1,8997.2177734375,2229.051025390625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgdbejpf-1,8995.2158203125,2219.719482421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgdfkdjj-1,9113.8896484375,2199.7392578125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgdijjan-1,9541.99609375,1953.6488037109375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgdimdfg-1,9532.41796875,1965.148681640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgdkalkl-1,9495.4423828125,1998.015869140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgdlpoee-1,9519.865234375,2007.0469970703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgdmagbp-1,9526.19140625,2001.458984375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgeobdem-1,9482.5224609375,1983.333251953125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgfclhio-1,9450.333984375,1990.112060546875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgfcnefo-1,9441.7958984375,1968.388671875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgfmdbeb-1,9311.3037109375,2367.10009765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgfmdbpe-1,9321.1689453125,2368.8828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgfnadol-1,9294.06640625,2378.817626953125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgfnefhn-1,9300.7705078125,2359.511474609375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kggfaapn-1,9265.0400390625,2401.073486328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgiblfjk-1,9314.3310546875,2029.6766357421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgidggid-1,9321.009765625,2023.0545654296875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgidhemj-1,9331.7275390625,2021.63720703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgiihdhh-1,9283.51953125,2013.7637939453125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgimldmj-1,9204.341796875,2205.04052734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kginecla-1,9196.466796875,2219.0634765625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kginiehp-1,9204.103515625,2210.992919921875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kginpeoe-1,9193.515625,2196.554443359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgjnldcf-1,9246.341796875,2168.422607421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgkbhogg-1,9243.712890625,1971.0244140625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgkbkicg-1,9243.3486328125,1963.3448486328125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgkibdbn-1,9178.265625,1727.98681640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgkkgnli-1,9220.77734375,1770.0570068359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgkmmgdi-1,9212.095703125,1733.9744873046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgkpejck-1,9225.275390625,1732.4306640625,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kglfmied-1,9304.5830078125,1927.4658203125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgljiggm-1,9315.392578125,1912.81591796875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kglkaole-1,9323.4677734375,1912.60546875,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgllhhkn-1,9326.458984375,1933.62744140625,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kglnhmgf-1,9346.0126953125,1801.9052734375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kglnniaj-1,9337.1044921875,1795.8797607421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgmbgoci-1,9254.7099609375,1830.714599609375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgmcdpee-1,9262.1513671875,1809.8719482421875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgmcjkof-1,9343.529296875,1854.385498046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgmekcgm-1,9269.734375,1850.8524169921875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgmjnmkd-1,9267.2578125,1799.3333740234375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgmjppae-1,9277.5654296875,1790.219970703125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgmnjjll-1,9056.7431640625,1994.2991943359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgmnlkpg-1,9051.5517578125,2006.6209716796875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgnnhbng-1,9538.9501953125,2106.666748046875,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgnnkkcm-1,9541.7490234375,2085.28173828125,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgnofcfh-1,9538.6201171875,2096.071533203125,Endothelial Cells,sender,DLL4,1.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
kgnppdpm-1,9109.4873046875,2106.35693359375,Endothelial Cells,sender,DLL4,0.0,Endothelial Cells,Pericytes,DLL4,NOTCH3
