cell_id,x,y,celltype,pathway,score
lojhbejn-1,9331.0888671875,2696.37646484375,"CAFs, DCIS Associated",MacrophageProgram,0.9166666666666667
lojhfklc-1,9330.9951171875,2727.373046875,Dendritic Cells,MacrophageProgram,0.4166666666666667
lojhhhob-1,9325.7080078125,2759.895751953125,Dendritic Cells,MacrophageProgram,1.0
lojhkhim-1,9333.46484375,2763.640625,Plasma Cells,MacrophageProgram,0.16666666666666669
lojhpnmj-1,9360.4736328125,2776.2578125,T Lymphocytes,MacrophageProgram,0.16666666666666669
lojicmma-1,9332.0498046875,2737.962646484375,Dendritic Cells,MacrophageProgram,0.6666666666666667
lojihaah-1,9348.6826171875,2735.288330078125,Macrophages,MacrophageProgram,0.33333333333333337
lojjmjin-1,9308.8447265625,2778.249267578125,T Lymphocytes,MacrophageProgram,0.5
lojlaogh-1,9258.4775390625,2709.30517578125,B Cells,MacrophageProgram,0.16666666666666669
lojmjlon-1,9286.6962890625,2806.994140625,Dendritic Cells,MacrophageProgram,0.33333333333333337
lojndppl-1,9244.8701171875,2734.87646484375,B Cells,MacrophageProgram,0.33333333333333337
lojnmpnp-1,9270.4541015625,2759.894775390625,Macrophages,MacrophageProgram,1.0
lojpddnj-1,9358.7138671875,2878.849853515625,Dendritic Cells,MacrophageProgram,0.6666666666666667
lojpjjbf-1,9360.6865234375,2870.60498046875,Endothelial Cells,MacrophageProgram,0.6666666666666667
lokcijhk-1,9339.2939453125,2870.130615234375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lokdjgpd-1,9266.7333984375,2925.708251953125,Macrophages,MacrophageProgram,0.5
lokhemaa-1,9292.41015625,2918.49072265625,"CAFs, Invasive Associated",MacrophageProgram,0.4166666666666667
lokhmeoh-1,9294.1826171875,2932.3759765625,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
lokkbkkp-1,9275.7080078125,2876.271240234375,Macrophages,MacrophageProgram,0.16666666666666669
lokkfknn-1,9289.3623046875,2819.98095703125,T Lymphocytes,MacrophageProgram,0.16666666666666669
lokkpggd-1,9395.8408203125,2926.61279296875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lokmjgdg-1,9402.7861328125,2921.48193359375,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
loknmifh-1,9399.1787109375,2971.810791015625,Macrophages,MacrophageProgram,0.75
lokopned-1,9414.685546875,2971.410888671875,"CAFs, DCIS Associated",MacrophageProgram,1.0
lolbpgbe-1,9204.744140625,2932.74072265625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
lolgpgda-1,9228.0830078125,2961.74072265625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
lolkfono-1,9313.125,2948.57421875,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
lolljhpj-1,9344.96875,2942.9365234375,Endothelial Cells,MacrophageProgram,0.16666666666666669
lollofbj-1,9364.2275390625,2920.351318359375,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
lollogfp-1,9320.849609375,2904.5732421875,B Cells,MacrophageProgram,0.4166666666666667
lolmgccp-1,9310.8837890625,2900.994873046875,"CAFs, DCIS Associated",MacrophageProgram,0.25
lolnappl-1,9341.2685546875,2812.13427734375,"CAFs, DCIS Associated",MacrophageProgram,0.25
lolnfkfh-1,9356.5634765625,2821.921142578125,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lolofmkj-1,9316.4765625,2791.697509765625,Macrophages,MacrophageProgram,0.33333333333333337
loloilml-1,9318.4248046875,2782.73876953125,Macrophages,MacrophageProgram,1.0
lomajpce-1,9416.455078125,2700.606201171875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lomdgfbf-1,9405.9248046875,2723.495361328125,T Lymphocytes,MacrophageProgram,0.4166666666666667
lomfbkoe-1,9393.5224609375,2798.045654296875,"CAFs, Invasive Associated",MacrophageProgram,1.0
lomffocp-1,9385.892578125,2802.94970703125,"CAFs, DCIS Associated",MacrophageProgram,0.25
lomfnabj-1,9394.85546875,2821.338623046875,"CAFs, DCIS Associated",MacrophageProgram,0.9166666666666667
lomgbcng-1,9384.4853515625,2785.817626953125,Pericytes,MacrophageProgram,0.25
lomgkbfm-1,9388.3017578125,2789.40576171875,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
lomglnfo-1,9374.330078125,2764.2626953125,Pericytes,MacrophageProgram,1.0
lomhfklj-1,9386.76953125,2771.208251953125,Pericytes,MacrophageProgram,0.16666666666666669
lomplgoe-1,9222.7060546875,3056.013671875,11q13 Invasive Tumor Cells,MacrophageProgram,0.25
lonkaaak-1,9355.052734375,3078.4140625,Dendritic Cells,MacrophageProgram,0.9166666666666667
lonnmmhc-1,9218.755859375,3218.742431640625,Dendritic Cells,MacrophageProgram,1.0
loodklgn-1,9196.8955078125,3290.861572265625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
loodpfmk-1,9107.90234375,3260.2744140625,Dendritic Cells,MacrophageProgram,0.25
looijbce-1,9169.2958984375,3216.345947265625,Dendritic Cells,MacrophageProgram,0.25
loonkdil-1,9296.4091796875,3196.993896484375,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
lopbhgfd-1,9326.798828125,3202.684814453125,CXCL14+ Fibroblasts,MacrophageProgram,0.16666666666666669
lopbnchh-1,9377.07421875,3360.932373046875,Dendritic Cells,MacrophageProgram,1.0
lopfpkjb-1,9331.1767578125,3338.694091796875,Myoepithelial Cells,MacrophageProgram,0.25
lpadbepl-1,9349.041015625,3145.196533203125,Dendritic Cells,MacrophageProgram,0.5
lpaeoadn-1,9328.5849609375,3261.892822265625,Endothelial Cells,MacrophageProgram,0.16666666666666669
lpafifil-1,9308.14453125,3272.37060546875,Dendritic Cells,MacrophageProgram,1.0
lpbcgnff-1,9270.62890625,3138.41357421875,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
lpbfoohh-1,9179.806640625,3191.222412109375,Dendritic Cells,MacrophageProgram,0.5
lpbocnjn-1,9004.44140625,2747.300048828125,Macrophages,MacrophageProgram,1.0
lpbomnkj-1,9024.2607421875,2710.799560546875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpbomnpn-1,9043.1552734375,2703.239990234375,Macrophages,MacrophageProgram,1.0
lpcaoadf-1,9033.529296875,2711.831298828125,Pericytes,MacrophageProgram,0.25
lpcbocfd-1,9012.880859375,2725.8486328125,Dendritic Cells,MacrophageProgram,1.0
lpcdfgef-1,9004.724609375,2721.324951171875,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
lpcdjbii-1,8979.892578125,2701.89794921875,Macrophages,MacrophageProgram,1.0
lpcebnpg-1,8938.16796875,2820.5048828125,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
lpcibmjg-1,8998.640625,2829.59130859375,"CAFs, DCIS Associated",MacrophageProgram,1.0
lpcoifeh-1,8962.8779296875,2788.40673828125,"CAFs, Invasive Associated",MacrophageProgram,1.0
lpcojlne-1,8965.9970703125,2774.8359375,T Lymphocytes,MacrophageProgram,0.25
lpcpcopi-1,9034.3388671875,2760.408447265625,Endothelial Cells,MacrophageProgram,0.16666666666666669
lpdbahih-1,9014.353515625,2753.739013671875,"CAFs, DCIS Associated",MacrophageProgram,1.0
lpdgiedi-1,9019.98828125,2777.94091796875,Pericytes,MacrophageProgram,0.16666666666666669
lpdgkifd-1,9055.6259765625,2743.73681640625,Dendritic Cells,MacrophageProgram,0.6666666666666667
lpdhbmhl-1,9060.4306640625,2705.078125,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lpdhekfa-1,9067.91796875,2717.068359375,Macrophages,MacrophageProgram,0.16666666666666669
lpdiejco-1,9083.8408203125,2736.89501953125,"CAFs, DCIS Associated",MacrophageProgram,1.0
lpdijceo-1,9081.068359375,2760.453125,"CAFs, Invasive Associated",MacrophageProgram,0.75
lpdjnbfi-1,9077.8935546875,2768.499755859375,Dendritic Cells,MacrophageProgram,0.5833333333333334
lpdkhfim-1,9082.0146484375,2773.4453125,Macrophages,MacrophageProgram,0.25
lpdlaboa-1,9097.4228515625,2713.800048828125,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpdnkoni-1,8982.1845703125,2917.639892578125,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
lpdpibon-1,8995.2021484375,2868.653076171875,Macrophages,MacrophageProgram,0.4166666666666667
lpdpjage-1,8989.4951171875,2869.226806640625,Dendritic Cells,MacrophageProgram,0.75
lpebekng-1,9016.177734375,2814.14404296875,B Cells,MacrophageProgram,0.16666666666666669
lpekmkga-1,9077.482421875,2899.503662109375,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
lpemajam-1,9055.6103515625,2852.929931640625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
lpendgnj-1,9050.7177734375,2846.472412109375,Dendritic Cells,MacrophageProgram,0.5833333333333334
lpfciilj-1,9142.98046875,2781.604736328125,Dendritic Cells,MacrophageProgram,0.4166666666666667
lpfcpdgk-1,9181.998046875,2792.75732421875,B Cells,MacrophageProgram,0.25
lpfhfgbp-1,9154.37890625,2806.7109375,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpfjpilk-1,9182.8505859375,2744.643310546875,Dendritic Cells,MacrophageProgram,1.0
lpfkgdpj-1,9182.0263671875,2761.9619140625,Dendritic Cells,MacrophageProgram,0.9166666666666667
lpfkglop-1,9175.0771484375,2749.091552734375,"CAFs, Invasive Associated",MacrophageProgram,0.5833333333333334
lpfnacje-1,9117.533203125,2768.982666015625,Endothelial Cells,MacrophageProgram,0.16666666666666669
lpfnegpj-1,9138.6435546875,2745.290283203125,Macrophages,MacrophageProgram,0.16666666666666669
lpgcilpf-1,9145.6533203125,2893.641845703125,11q13 Invasive Tumor Cells (Mitotic),MacrophageProgram,0.25
lpgdfjmh-1,9177.2021484375,2874.77197265625,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
lpgjpljj-1,9068.9697265625,3117.68017578125,11q13 Invasive Tumor Cells,MacrophageProgram,1.0
lpgkfail-1,9101.9638671875,3029.2412109375,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
lpifgolh-1,7889.5966796875,5332.97314453125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpifnngg-1,7894.75634765625,5320.0078125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpifokbk-1,7890.796875,5364.99560546875,Macrophages,MacrophageProgram,1.0
lpiiflpe-1,7853.5185546875,5308.81591796875,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
lpiikild-1,7874.79541015625,5284.46240234375,"CAFs, DCIS Associated",MacrophageProgram,0.5
lpijipbl-1,7862.23583984375,5301.33251953125,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpikeahn-1,7852.07861328125,5271.380859375,"CAFs, Invasive Associated",MacrophageProgram,0.16666666666666669
lpilodbg-1,7944.046875,5587.41064453125,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lpinmffj-1,7953.29052734375,5633.4912109375,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
lpionfdl-1,8013.734375,5356.298828125,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
lpjegide-1,8010.61376953125,5567.58837890625,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
lpjhofll-1,7949.40087890625,5643.07080078125,Endothelial Cells,MacrophageProgram,0.33333333333333337
lpjjkmon-1,7912.8056640625,5929.546875,"CAFs, DCIS Associated",MacrophageProgram,0.75
lpjklbid-1,7937.3203125,5926.6552734375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpjlcadb-1,7896.01953125,5836.02978515625,"CAFs, DCIS Associated",MacrophageProgram,0.5
lpjmdldm-1,7861.22900390625,5938.3798828125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpjmfnog-1,7868.98193359375,5929.34912109375,Macrophages,MacrophageProgram,1.0
lpjmnljb-1,7873.12841796875,5919.2314453125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpjnbgma-1,7868.5732421875,5761.7275390625,Macrophages,MacrophageProgram,0.16666666666666669
lpkdcpbj-1,7931.302734375,5795.8994140625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lpkfapgm-1,7970.72802734375,5765.73291015625,Pericytes,MacrophageProgram,0.16666666666666669
lpkkpgda-1,7908.1767578125,5725.5380859375,Macrophages,MacrophageProgram,0.4166666666666667
lpkmhbbk-1,7865.7236328125,5703.1962890625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lpkohnfo-1,8013.36767578125,5631.6337890625,Macrophages,MacrophageProgram,1.0
lpldmpoo-1,7987.68115234375,5720.85791015625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lplekkdh-1,8131.35888671875,5774.12060546875,"CAFs, DCIS Associated",MacrophageProgram,0.25
lplemjah-1,8140.4755859375,5766.283203125,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
lplfdled-1,8145.0537109375,5716.6708984375,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
lplfkobe-1,8135.103515625,5758.4912109375,Macrophages,MacrophageProgram,1.0
lplgjmea-1,8263.75390625,5457.6796875,"CAFs, DCIS Associated",MacrophageProgram,0.5
lplhnepi-1,8212.5439453125,5734.03369140625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpljcpde-1,8304.3896484375,5674.79736328125,Macrophages,MacrophageProgram,0.25
lpljmlbd-1,8298.826171875,5677.44140625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lpljnohi-1,8376.4716796875,5465.46240234375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lplkimbh-1,8382.40625,5470.9384765625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lplljcml-1,8344.8115234375,5772.4130859375,Pericytes,MacrophageProgram,0.25
lplonlad-1,8317.498046875,5878.68359375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpmbdech-1,8261.19140625,5875.37939453125,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lpmbihfg-1,8252.5458984375,5890.63720703125,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpmdmfbg-1,8386.474609375,5872.7216796875,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpmecpfi-1,8189.73193359375,5446.13720703125,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpmfcgjf-1,8238.7890625,5472.8134765625,Macrophages,MacrophageProgram,1.0
lpmfpbhj-1,8138.017578125,5513.00341796875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpmgpfem-1,8232.1474609375,5532.04052734375,Macrophages,MacrophageProgram,1.0
lpmhkhaf-1,8131.53759765625,5546.9775390625,Dendritic Cells,MacrophageProgram,0.5
lpmlaopi-1,8182.62255859375,5803.6865234375,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpmlhcni-1,8178.29296875,5795.00927734375,Macrophages,MacrophageProgram,0.4166666666666667
lpmllomg-1,8210.888671875,5768.822265625,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpmnfngi-1,8207.6357421875,5778.720703125,Macrophages,MacrophageProgram,1.0
lpmpfekc-1,8182.7880859375,5850.31884765625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lpmphbae-1,8170.9931640625,5848.65478515625,Macrophages,MacrophageProgram,1.0
lpnagpfe-1,8181.9296875,5924.89892578125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpncjjnh-1,8261.4873046875,5137.7431640625,Macrophages,MacrophageProgram,1.0
lpndngij-1,8338.2197265625,5112.77734375,Macrophages,MacrophageProgram,1.0
lpnglfog-1,8218.6689453125,5326.0478515625,Pericytes,MacrophageProgram,0.25
lpnhonkp-1,8337.744140625,5379.923828125,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
lpniehjk-1,8260.904296875,5415.03125,Macrophages,MacrophageProgram,0.8333333333333334
lpnimmkb-1,8364.60546875,5358.76953125,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
lpnjaajd-1,8265.6884765625,5419.80517578125,Macrophages,MacrophageProgram,0.5833333333333334
lpnjmnnp-1,8230.0888671875,5278.70654296875,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
lpnkfpke-1,8240.654296875,5248.14892578125,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpnmaind-1,8420.8310546875,5710.8037109375,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpnmgklm-1,8466.15234375,5798.802734375,Macrophages,MacrophageProgram,1.0
lpnomgfo-1,8447.7744140625,5309.54638671875,"CAFs, DCIS Associated",MacrophageProgram,0.5
lpnonikb-1,8455.3798828125,5414.22021484375,"CAFs, DCIS Associated",MacrophageProgram,0.25
lpoagmfl-1,8446.5458984375,5650.404296875,Macrophages,MacrophageProgram,1.0
lpobkpem-1,8462.201171875,5562.25732421875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpobnnce-1,8361.3017578125,5549.806640625,Myeloid Cells,MacrophageProgram,0.5833333333333334
lpoffedo-1,8429.8076171875,5500.36669921875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
lpogdiac-1,8392.375,5397.80126953125,CXCL14+ Fibroblasts,MacrophageProgram,0.16666666666666669
lpojodnb-1,8449.5380859375,4442.490234375,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
lpokgmhn-1,8398.076171875,4437.2080078125,Dendritic Cells,MacrophageProgram,1.0
lpophkbf-1,8411.1171875,4560.666015625,Macrophages,MacrophageProgram,0.5
lpopnbao-1,8439.4912109375,4591.94091796875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
lppcaggo-1,8469.189453125,4538.71435546875,Macrophages,MacrophageProgram,0.16666666666666669
lpphefaj-1,8463.109375,4350.96923828125,11q13 Invasive Tumor Cells,MacrophageProgram,0.16666666666666669
lpppdhpa-1,8410.5,4828.224609375,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
lpppodne-1,8347.4677734375,4827.552734375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maaabapf-1,8368.13671875,5011.5771484375,Macrophages,MacrophageProgram,0.33333333333333337
maaaenen-1,8460.23046875,4941.07373046875,Macrophages,MacrophageProgram,0.75
maaaplhe-1,8356.3173828125,5079.17041015625,Macrophages,MacrophageProgram,1.0
maaaplib-1,8453.05859375,5064.24072265625,"CAFs, DCIS Associated",MacrophageProgram,0.25
maabchhj-1,8446.9931640625,5059.9462890625,Macrophages,MacrophageProgram,1.0
maabimll-1,8303.83203125,5091.13916015625,Macrophages,MacrophageProgram,0.25
maacdhkn-1,8196.203125,5019.14208984375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maackkjn-1,8327.7490234375,4987.73876953125,Macrophages,MacrophageProgram,0.25
maacndng-1,8311.9306640625,4962.76416015625,"CAFs, DCIS Associated",MacrophageProgram,0.5
maacolkf-1,8221.046875,4967.1787109375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maadhlhd-1,8346.88671875,4674.32861328125,Macrophages,MacrophageProgram,0.4166666666666667
maafbcpn-1,8288.1298828125,4697.60595703125,"CAFs, DCIS Associated",MacrophageProgram,0.25
maagebjd-1,8214.91796875,4727.27197265625,Macrophages,MacrophageProgram,1.0
maagmlih-1,8255.1494140625,4744.84716796875,"CAFs, DCIS Associated",MacrophageProgram,0.25
maaijlpc-1,8371.0888671875,4760.1953125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maajgllk-1,8427.4052734375,4714.00048828125,"CAFs, DCIS Associated",MacrophageProgram,0.25
maakolgn-1,8354.9404296875,4378.5712890625,"CAFs, Invasive Associated",MacrophageProgram,0.5
maammpah-1,8354.9072265625,4412.5986328125,Macrophages,MacrophageProgram,0.9166666666666667
maanbebl-1,8361.177734375,4401.60205078125,Endothelial Cells,MacrophageProgram,0.5833333333333334
maaoheka-1,8350.8994140625,4394.15576171875,Endothelial Cells,MacrophageProgram,0.4166666666666667
mabfifcl-1,8348.7509765625,4453.60791015625,"CAFs, DCIS Associated",MacrophageProgram,0.25
mabfmbnc-1,8320.734375,4427.6865234375,Macrophages,MacrophageProgram,0.5
mabioogl-1,8395.451171875,4474.822265625,Endothelial Cells,MacrophageProgram,0.16666666666666669
mabnmalg-1,8003.12255859375,4904.79833984375,"CAFs, DCIS Associated",MacrophageProgram,0.25
mabnmhok-1,8007.41357421875,4819.990234375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
mabodhpb-1,8014.36767578125,5878.333984375,Macrophages,MacrophageProgram,1.0
macbjchh-1,8002.5390625,5697.00439453125,Endothelial Cells,MacrophageProgram,0.16666666666666669
macebipp-1,8001.3330078125,5217.7890625,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
maceoene-1,8116.52587890625,5284.60498046875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
macflknk-1,8178.9375,5283.353515625,Macrophages,MacrophageProgram,1.0
macheeoh-1,8183.1298828125,5281.06201171875,Macrophages,MacrophageProgram,1.0
machgnmn-1,8126.9208984375,4938.75244140625,Macrophages,MacrophageProgram,0.16666666666666669
machjhoa-1,8123.505859375,4944.75830078125,Macrophages,MacrophageProgram,0.25
maciamdi-1,8118.74560546875,5174.0947265625,"CAFs, DCIS Associated",MacrophageProgram,0.25
macjmbbg-1,8059.79296875,5726.869140625,T Lymphocytes,MacrophageProgram,0.25
macjnnph-1,8042.28173828125,5757.69677734375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
mackkhee-1,8058.7109375,5737.56298828125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maclobjo-1,8029.962890625,5918.2109375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
macnmobb-1,8052.26025390625,5842.27978515625,"CAFs, DCIS Associated",MacrophageProgram,0.75
madbidja-1,8042.03515625,5301.2060546875,Macrophages,MacrophageProgram,1.0
madcffjl-1,8040.98681640625,4945.81298828125,Macrophages,MacrophageProgram,1.0
madddbnb-1,8033.20654296875,5114.78515625,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
madhgaog-1,8043.12744140625,5526.7373046875,Endothelial Cells,MacrophageProgram,0.25
madjeecg-1,8050.5439453125,5518.57470703125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
madmpmmp-1,8031.2021484375,5666.98388671875,"CAFs, DCIS Associated",MacrophageProgram,0.25
madnblba-1,8049.1484375,5696.185546875,Dendritic Cells,MacrophageProgram,0.4166666666666667
maeajapp-1,8095.427734375,5699.103515625,"CAFs, DCIS Associated",MacrophageProgram,0.6666666666666667
maehhied-1,7993.1591796875,4081.72802734375,11q13 Invasive Tumor Cells,MacrophageProgram,0.25
mafejmeh-1,7961.95361328125,4428.3955078125,"CAFs, DCIS Associated",MacrophageProgram,0.5
mafejonn-1,7963.30419921875,4439.40576171875,Macrophages,MacrophageProgram,1.0
mafephjm-1,7965.55126953125,4474.78271484375,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
maffidhk-1,7953.83837890625,4494.9072265625,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
mafggaln-1,8006.16357421875,4505.22216796875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
magakaod-1,8160.8447265625,4464.19775390625,Macrophages,MacrophageProgram,1.0
magbpmkf-1,8058.74462890625,4473.36572265625,Basal-like Structured DCIS Cells,MacrophageProgram,0.16666666666666669
magddjfj-1,8037.1708984375,4508.4677734375,Macrophages,MacrophageProgram,1.0
magdgkag-1,8079.48095703125,4512.044921875,Macrophages,MacrophageProgram,1.0
magefkbg-1,8078.94482421875,4529.6796875,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
magejlpa-1,8061.15771484375,4582.25439453125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maggjdhn-1,8088.33935546875,4526.078125,Pericytes,MacrophageProgram,0.16666666666666669
maggkapb-1,8191.6435546875,4650.9345703125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maggmmkg-1,8163.90576171875,4728.474609375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
maggpnmk-1,8167.66845703125,4730.83984375,Macrophages,MacrophageProgram,0.5
maghcogc-1,8159.85791015625,4731.12255859375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maghlfhe-1,8117.68310546875,4570.7822265625,Dendritic Cells,MacrophageProgram,0.4166666666666667
maghnflg-1,8181.9169921875,4514.07177734375,"CAFs, DCIS Associated",MacrophageProgram,0.25
magibhcc-1,8131.80078125,4529.81201171875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
magiheml-1,8052.61474609375,4811.9287109375,Macrophages,MacrophageProgram,0.9166666666666667
magjncfo-1,8092.39990234375,4791.11328125,"CAFs, DCIS Associated",MacrophageProgram,0.5833333333333334
maglaphf-1,7923.64453125,4759.51025390625,"CAFs, DCIS Associated",MacrophageProgram,0.25
magnfjga-1,7932.29443359375,4907.89990234375,Macrophages,MacrophageProgram,1.0
magonncf-1,7915.822265625,4791.9140625,"CAFs, DCIS Associated",MacrophageProgram,0.4166666666666667
mahabkbg-1,8136.6640625,4810.06396484375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
mahaglop-1,8155.2119140625,4872.27197265625,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
mahajdkf-1,8096.619140625,4798.5205078125,Macrophages,MacrophageProgram,1.0
mahbbnna-1,8127.68359375,4791.01904296875,"CAFs, DCIS Associated",MacrophageProgram,0.25
mahblhkk-1,8129.51708984375,4799.359375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
mahcmehk-1,8136.46142578125,4856.23583984375,"CAFs, DCIS Associated",MacrophageProgram,0.25
mahddhgj-1,7878.05419921875,4506.1875,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
mahefijd-1,7871.74169921875,4564.20458984375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
mahegejf-1,7910.4951171875,4500.361328125,"CAFs, DCIS Associated",MacrophageProgram,0.25
mahencdf-1,7934.29248046875,4510.80322265625,Pericytes,MacrophageProgram,0.16666666666666669
mahfclnb-1,7918.9365234375,4493.927734375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
mahggomc-1,7953.4189453125,4688.57568359375,"CAFs, DCIS Associated",MacrophageProgram,0.33333333333333337
mahgofap-1,7948.8466796875,4616.9306640625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
mahhnkee-1,7878.76953125,4725.337890625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
mahpgnel-1,7944.7568359375,4188.75537109375,11q13 Invasive Tumor Cells,MacrophageProgram,0.25
maibbgog-1,8161.4267578125,4392.85009765625,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maibfbek-1,8180.35400390625,4400.57568359375,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maibmjff-1,8166.86181640625,4405.10009765625,"CAFs, DCIS Associated",MacrophageProgram,0.25
maibocnb-1,8108.22802734375,4397.4970703125,"CAFs, DCIS Associated",MacrophageProgram,0.16666666666666669
maicpkhg-1,8139.82568359375,4334.1025390625,"CAFs, DCIS Associated",MacrophageProgram,0.25
maidcpnp-1,8108.0322265625,4350.09619140625,Macrophages,MacrophageProgram,0.5
maiebgom-1,8061.16845703125,4402.87451171875,Dendritic Cells,MacrophageProgram,0.6666666666666667
