image_feature,n_associations,max_abs_partial_spearman_rho,mean_abs_partial_spearman_rho,top_k_count,top_k_pathways,top_k_families,negative_control_rows,negative_control_fail95,negative_control_fail99,negative_control_pathways,sample_role,top_k,candidate_generic_axis
embedding__plip_019,10,0.1748356824426832,0.07632386742595265,1,collagen_ecm_organization,stromal_remodeling_caf_ecm,0,0,0,,breast_discovery,40,False
embedding__plip_035,10,0.1731304164387967,0.07753500808317573,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,breast_discovery,40,False
embedding__plip_011,10,0.1723380723464819,0.04992310650656211,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,breast_discovery,40,False
embedding__plip_031,10,0.1697609402585041,0.08754954390577382,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,breast_discovery,40,False
embedding__plip_015,10,0.1678365931381159,0.07231122190760837,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False
embedding__plip_040,10,0.1666409492639214,0.0818584148626212,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_006,10,0.1657837233444591,0.0627436349559092,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_050,10,0.1621606756011448,0.08296908959638302,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_055,10,0.1576785780175849,0.08066078804802465,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_062,10,0.1571183187637911,0.07128044626585875,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_026,10,0.1569184950767377,0.10340507748790706,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_032,10,0.1562795831806334,0.06572795373301403,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_051,10,0.1558636273095964,0.0725667678434285,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_061,10,0.1549200326561949,0.08267752026612059,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_020,10,0.1537812746977093,0.04653821028241055,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_037,10,0.1514425360635126,0.07565234324626594,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_024,10,0.1506310546626315,0.07399373316148318,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_057,10,0.1481375859181816,0.05555904845613713,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_044,10,0.1446310660627929,0.060531056434288286,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_021,10,0.1421547857922731,0.06586011312221425,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_041,10,0.1414816816819912,0.04750938336605366,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_047,10,0.1392552633956333,0.07443789730094089,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_004,10,0.1383364310608264,0.08599066790687608,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_025,10,0.136487312074096,0.04220405043985173,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_012,10,0.1336147200259408,0.07355330848298242,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_010,10,0.1335652361300097,0.05814997802383951,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_033,10,0.1303129935144572,0.05023983377567631,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_027,10,0.1297557200712512,0.054784460163936545,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_046,10,0.1275582462481854,0.04416971440311179,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_029,10,0.1273395261172949,0.04778311745939376,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_003,10,0.1256034275693921,0.0727399814693144,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_060,10,0.1224120728718858,0.0589216994572328,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_052,10,0.119059841453647,0.05456636573567769,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_008,10,0.1160703173349329,0.05084252941419025,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_043,10,0.1124489931034618,0.07645007199881887,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_023,10,0.0949949539414447,0.03846075091256222,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_036,10,0.0893454203121056,0.04586239767352515,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_001,10,0.083603125553487,0.03363984092071999,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_016,10,0.0823633492971982,0.053431854884244644,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_005,10,0.0792017893089446,0.04056573495956081,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_059,10,0.07734440894488,0.042828835064388185,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_007,10,0.0675673329549545,0.028838558379116704,0,,,0,0,0,,breast_discovery,40,False
embedding__plip_060,10,0.2554280174645949,0.11320741305577617,3,collagen_ecm_organization;immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,1,1,1,collagen_ecm_organization,cervical_validation,40,True
embedding__plip_017,10,0.3018474571941457,0.14278039031317769,3,collagen_ecm_organization;immune_exclusion;luminal_estrogen_response,endocrine_epithelial_identity;immune_ecology;stromal_remodeling_caf_ecm,1,0,0,luminal_estrogen_response,cervical_validation,40,False
embedding__plip_008,10,0.2777619684401649,0.12561141477943233,3,collagen_ecm_organization;immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,1,0,0,myofibroblast_caf_activation,cervical_validation,40,False
embedding__plip_013,10,0.2441934981383915,0.11192492569357322,3,immune_exclusion;luminal_estrogen_response;myofibroblast_caf_activation,endocrine_epithelial_identity;immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_055,10,0.269568749533504,0.14290270881609696,2,luminal_estrogen_response;unfolded_protein_response,endocrine_epithelial_identity;metabolic_stress,1,0,0,unfolded_protein_response,cervical_validation,40,False
embedding__plip_059,10,0.257441275773818,0.10123815493150931,2,immune_exclusion;luminal_estrogen_response,endocrine_epithelial_identity;immune_ecology,1,0,0,immune_exclusion,cervical_validation,40,False
embedding__plip_011,10,0.2481699494924662,0.10866681234300395,2,immune_activation;luminal_estrogen_response,endocrine_epithelial_identity;immune_ecology,1,0,1,immune_activation,cervical_validation,40,False
embedding__plip_039,10,0.2380649034855362,0.11760786446947562,2,immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_027,10,0.2361949805902687,0.09516359422319474,2,immune_activation;unfolded_protein_response,immune_ecology;metabolic_stress,0,0,0,,cervical_validation,40,False
embedding__plip_063,10,0.2197993031071285,0.10841870777900957,2,immune_activation;oxidative_phosphorylation,immune_ecology;metabolic_stress,0,0,0,,cervical_validation,40,False
embedding__plip_007,10,0.3293476564116017,0.11044439482311892,1,epithelial_identity,endocrine_epithelial_identity,1,0,0,epithelial_identity,cervical_validation,40,False
embedding__plip_000,10,0.2508570588055709,0.10945188374784394,1,luminal_estrogen_response,endocrine_epithelial_identity,1,0,0,luminal_estrogen_response,cervical_validation,40,False
embedding__plip_030,10,0.2508477045713964,0.10589969523373151,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,1,0,0,myofibroblast_caf_activation,cervical_validation,40,False
embedding__plip_021,10,0.2485058621383538,0.09754600573995062,1,unfolded_protein_response,metabolic_stress,1,0,0,unfolded_protein_response,cervical_validation,40,False
embedding__plip_026,10,0.2352252466678326,0.11859023088966862,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False
embedding__plip_014,10,0.2323204783046848,0.13540713794916565,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False
embedding__plip_023,10,0.2185960500000861,0.056330722733340256,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False
embedding__plip_041,10,0.2108187757113731,0.10010982308579301,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_052,10,0.2089283237458316,0.09666954030260087,1,collagen_ecm_organization,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_009,10,0.2040739125001233,0.09269077396704414,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False
embedding__plip_006,10,0.2020068821003628,0.1186879594447692,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False
embedding__plip_028,10,0.2014514939474862,0.05901572548626355,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False
embedding__plip_038,10,0.1996352330349575,0.06670407410430611,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,cervical_validation,40,False
embedding__plip_046,10,0.1989841989977838,0.09058620549546217,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False
embedding__plip_024,10,0.1962782887828685,0.09546284924620466,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False
embedding__plip_002,10,0.1959167116831464,0.10083385044089857,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_057,10,0.1914863370756384,0.11470948415656579,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_034,10,0.1906176718850024,0.07083157348415846,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_001,10,0.1888855014005205,0.09978856968862086,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_036,10,0.1873454433423258,0.10233163862974162,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_005,10,0.1798292312314182,0.07304338111523875,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_012,10,0.1793330087488593,0.0749713128184474,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_045,10,0.1781706735365544,0.09397450057748472,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_018,10,0.1776025192680219,0.10415897341760112,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_044,10,0.1769012391068772,0.08616808824030012,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_019,10,0.1762763597519127,0.07598580544660342,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_062,10,0.1739497335117016,0.08273432645298742,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_058,10,0.1737346516713133,0.08725204916921873,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_022,10,0.1720496704404865,0.04592075225237157,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_033,10,0.1718381051119551,0.056534118839938675,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_035,10,0.1692767343986873,0.07463832029558246,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_004,10,0.1687598546565942,0.09825983515403354,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_015,10,0.1677423765854349,0.11296560310917877,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_010,10,0.1657067184031653,0.08565744157767609,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_042,10,0.1633375334788575,0.07821623030058306,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_050,10,0.1625713405146868,0.07971495005711797,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_020,10,0.1592502903935559,0.06553917860138055,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_031,10,0.154767975234699,0.09305789105528081,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_047,10,0.1542115592903748,0.04984254455696592,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_053,10,0.1519154628578313,0.05027734695497595,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_016,10,0.1506779426149992,0.06887268460017999,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_056,10,0.1433950421213578,0.06537068777727646,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_025,10,0.142557432211982,0.06604596183149482,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_061,10,0.1299140243488243,0.044918264078724526,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_032,10,0.126931251945766,0.06595526151631796,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_051,10,0.1265082491559866,0.060805588143483434,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_037,10,0.126094643958849,0.057303302270832246,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_043,10,0.1254740512612637,0.061096380756666055,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_049,10,0.1151743401589668,0.07913902442705813,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_003,10,0.1114872783838253,0.05399787494889877,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_048,10,0.1037317912496261,0.05160647044886576,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_029,10,0.0882291688712108,0.03810760355338419,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_054,10,0.0768210313321027,0.05264133945851236,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_040,10,0.0747693113586343,0.04237819749599313,0,,,0,0,0,,cervical_validation,40,False
