image_feature,n_associations,max_abs_partial_spearman_rho,mean_abs_partial_spearman_rho,top_k_count,top_k_pathways,top_k_families,negative_control_rows,negative_control_fail95,negative_control_fail99,negative_control_pathways,sample_role,top_k,candidate_generic_axis,run_id,run_dir
embedding__plip_029,10,0.0882291688712108,0.0381076035533841,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_054,10,0.0768210313321027,0.0526413394585123,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_040,10,0.0747693113586343,0.0423781974959931,0,,,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed29_bins12_null32_20260512_1950
embedding__plip_031,10,0.2649617009832263,0.1146172703163623,3,basal_squamous_state;emt_invasive_front;unfolded_protein_response,endocrine_epithelial_identity;invasion_boundary_emt;metabolic_stress,1,0,0,basal_squamous_state,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_003,10,0.2574753851414333,0.1313989246618091,3,basal_squamous_state;luminal_estrogen_response;unfolded_protein_response,endocrine_epithelial_identity;metabolic_stress,1,0,0,unfolded_protein_response,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_012,10,0.2423648320393421,0.1231309473814592,3,emt_invasive_front;immune_exclusion;myofibroblast_caf_activation,immune_ecology;invasion_boundary_emt;stromal_remodeling_caf_ecm,1,0,0,myofibroblast_caf_activation,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_062,10,0.2713505121112711,0.158532112026381,2,emt_invasive_front;immune_exclusion,immune_ecology;invasion_boundary_emt,1,0,0,emt_invasive_front,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_025,10,0.2601740889083889,0.0754877619875944,2,basal_squamous_state;emt_invasive_front,endocrine_epithelial_identity;invasion_boundary_emt,1,0,0,basal_squamous_state,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_002,10,0.2400645351203894,0.1065558201398062,2,basal_squamous_state;emt_invasive_front,endocrine_epithelial_identity;invasion_boundary_emt,1,0,0,basal_squamous_state,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_053,10,0.2385008610615197,0.1142150888255704,2,emt_invasive_front;immune_exclusion,immune_ecology;invasion_boundary_emt,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_045,10,0.2369833133941487,0.1018566134238531,2,immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_030,10,0.2187515244868514,0.1238787285474472,2,oxidative_phosphorylation;unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_052,10,0.3031426892947546,0.0941186518816205,1,immune_activation,immune_ecology,1,0,0,immune_activation,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_047,10,0.2792427532995215,0.1105830818850788,1,basal_squamous_state,endocrine_epithelial_identity,1,0,1,basal_squamous_state,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_022,10,0.2603710160932079,0.107831763151753,1,basal_squamous_state,endocrine_epithelial_identity,1,0,0,basal_squamous_state,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_024,10,0.2527543038413972,0.0849717311661473,1,immune_activation,immune_ecology,1,0,0,immune_activation,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_006,10,0.2355242565068775,0.080520574122219,1,immune_activation,immune_ecology,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_026,10,0.2215910141820716,0.1126701249300327,1,basal_squamous_state,endocrine_epithelial_identity,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_005,10,0.2207860446433269,0.1001625910428921,1,luminal_estrogen_response,endocrine_epithelial_identity,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_058,10,0.2202300446299371,0.0951956089964903,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_029,10,0.2070893007991057,0.1225483443246567,1,immune_exclusion,immune_ecology,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_028,10,0.2070246445564989,0.090172391029835,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_013,10,0.2042375118854933,0.1102051527582236,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_037,10,0.2030190329447578,0.0795020216800754,1,emt_invasive_front,invasion_boundary_emt,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_043,10,0.1971176956657483,0.0772713513403181,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_001,10,0.1949946115669537,0.0776981060039098,1,immune_activation,immune_ecology,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_009,10,0.1932921432400051,0.0883675192802021,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_059,10,0.1926949330217314,0.1000643643785577,1,luminal_estrogen_response,endocrine_epithelial_identity,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_041,10,0.1904950973263085,0.0971334580053649,1,immune_activation,immune_ecology,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_019,10,0.1901994226706188,0.0664087464207246,1,unfolded_protein_response,metabolic_stress,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_061,10,0.1899608424487407,0.0998445655110836,1,epithelial_identity,endocrine_epithelial_identity,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_020,10,0.1795467311055705,0.0565236057069271,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_032,10,0.1790273435582567,0.0861562825491618,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_036,10,0.1783254832708858,0.1091062643664632,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_044,10,0.1774344603204804,0.0886134180806052,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_016,10,0.1770007733261861,0.0824955592680778,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_057,10,0.1723303521053422,0.0928650986405416,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_046,10,0.1689588654283284,0.0545279900124558,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_023,10,0.157435027731662,0.0655788149879599,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_014,10,0.1571426539541679,0.0981458550857401,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_056,10,0.1569438843144016,0.0620626752118985,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_007,10,0.1539999844215512,0.0687719510205411,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_008,10,0.1523087849370856,0.084647604498785,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_035,10,0.151264747749359,0.0657261761151272,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_048,10,0.1512585699055025,0.085701733401371,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_063,10,0.1483265975666678,0.0795820727353702,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_060,10,0.1481021646073799,0.0638926063943672,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_050,10,0.1453548958178459,0.0890652749861294,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_021,10,0.1435966059741583,0.0703105520073972,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_049,10,0.1431353742745592,0.0929163111729352,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_051,10,0.1430104944451729,0.0737662871982385,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_011,10,0.1429188310000587,0.0960647349704424,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_004,10,0.1425314540212016,0.0629635729517896,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_054,10,0.14168447251658,0.0744694164621475,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_015,10,0.1374898504053912,0.0644400753196764,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_038,10,0.129890001248994,0.0719094624985943,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_010,10,0.128721488143636,0.0666055885203221,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_040,10,0.1280866639952438,0.0517870864819179,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_039,10,0.1274771110692783,0.0529636874931408,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_034,10,0.1257947386381224,0.0637760361931073,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_000,10,0.1206757289429157,0.051569279623682,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_017,10,0.1201606875097868,0.0382474775585461,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_055,10,0.1119956093035405,0.0727376003815774,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_018,10,0.1118651878904143,0.0543676458464552,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_027,10,0.1108567325683513,0.0480048509231423,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_042,10,0.0950718582191277,0.0537070826896724,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_033,10,0.0911217234130291,0.0502098866282587,0,,,0,0,0,,breast_discovery,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_043,10,0.3327348653129739,0.1828105972707304,6,basal_squamous_state;collagen_ecm_organization;emt_invasive_front;epithelial_identity;immune_exclusion;luminal_estrogen_response,endocrine_epithelial_identity;immune_ecology;invasion_boundary_emt;stromal_remodeling_caf_ecm,2,0,0,collagen_ecm_organization;immune_exclusion,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_005,10,0.2638520099470804,0.1513026987608561,4,collagen_ecm_organization;emt_invasive_front;immune_exclusion;myofibroblast_caf_activation,immune_ecology;invasion_boundary_emt;stromal_remodeling_caf_ecm,2,0,0,collagen_ecm_organization;immune_exclusion,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_047,10,0.3376933121893652,0.1516015538064472,3,collagen_ecm_organization;immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,2,0,0,collagen_ecm_organization;immune_exclusion,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_054,10,0.2563159200099456,0.1332143384956894,3,immune_exclusion;luminal_estrogen_response;myofibroblast_caf_activation,endocrine_epithelial_identity;immune_ecology;stromal_remodeling_caf_ecm,1,0,0,immune_exclusion,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_013,10,0.2238254492068561,0.1238740440375503,3,collagen_ecm_organization;immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_002,10,0.2412236153255295,0.1138027750780749,2,collagen_ecm_organization;immune_exclusion,immune_ecology;stromal_remodeling_caf_ecm,1,0,0,collagen_ecm_organization,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_056,10,0.2405108999486899,0.0948661082577462,2,collagen_ecm_organization;immune_exclusion,immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_040,10,0.2268257352500856,0.1000780079458532,2,epithelial_identity;immune_activation,endocrine_epithelial_identity;immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_053,10,0.2225920965341839,0.0879008239162898,2,basal_squamous_state;immune_activation,endocrine_epithelial_identity;immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_042,10,0.2044106360207008,0.1034955035956745,2,immune_activation;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_032,10,0.2818588070335505,0.0773841311344368,1,oxidative_phosphorylation,metabolic_stress,1,0,0,oxidative_phosphorylation,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_063,10,0.2782087283731294,0.0641193865700304,1,oxidative_phosphorylation,metabolic_stress,1,0,0,oxidative_phosphorylation,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_009,10,0.2124862050704371,0.1045901225949863,1,immune_exclusion,immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_059,10,0.2103632409368657,0.0685281836082355,1,luminal_estrogen_response,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_048,10,0.2074060249012856,0.0647823221546677,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_025,10,0.2054382974362783,0.0829364528031967,1,emt_invasive_front,invasion_boundary_emt,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_039,10,0.2003766356922629,0.089361043566926,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
embedding__plip_003,10,0.1961438739718214,0.0803169084179239,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False,plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940,D:\GitHub\pyXenium\benchmarking\morphopathway_atera\results\plip_smoke_3000_d64_seed43_bins12_null12_20260512_1940
