image_feature,n_associations,max_abs_partial_spearman_rho,mean_abs_partial_spearman_rho,top_k_count,top_k_pathways,top_k_families,negative_control_rows,negative_control_fail95,negative_control_fail99,negative_control_pathways,sample_role,top_k,candidate_generic_axis
embedding__plip_005,10,0.2638520099470804,0.15130269876085617,4,collagen_ecm_organization;emt_invasive_front;immune_exclusion;myofibroblast_caf_activation,immune_ecology;invasion_boundary_emt;stromal_remodeling_caf_ecm,2,0,0,collagen_ecm_organization;immune_exclusion,cervical_validation,40,False
embedding__plip_047,10,0.3376933121893652,0.1516015538064472,3,collagen_ecm_organization;immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,2,0,0,collagen_ecm_organization;immune_exclusion,cervical_validation,40,False
embedding__plip_054,10,0.2563159200099456,0.13321433849568945,3,immune_exclusion;luminal_estrogen_response;myofibroblast_caf_activation,endocrine_epithelial_identity;immune_ecology;stromal_remodeling_caf_ecm,1,0,0,immune_exclusion,cervical_validation,40,False
embedding__plip_013,10,0.2238254492068561,0.12387404403755035,3,collagen_ecm_organization;immune_exclusion;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_002,10,0.2412236153255295,0.11380277507807499,2,collagen_ecm_organization;immune_exclusion,immune_ecology;stromal_remodeling_caf_ecm,1,0,0,collagen_ecm_organization,cervical_validation,40,False
embedding__plip_056,10,0.2405108999486899,0.09486610825774622,2,collagen_ecm_organization;immune_exclusion,immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_040,10,0.2268257352500856,0.1000780079458532,2,epithelial_identity;immune_activation,endocrine_epithelial_identity;immune_ecology,0,0,0,,cervical_validation,40,False
embedding__plip_053,10,0.2225920965341839,0.08790082391628987,2,basal_squamous_state;immune_activation,endocrine_epithelial_identity;immune_ecology,0,0,0,,cervical_validation,40,False
embedding__plip_042,10,0.2044106360207008,0.10349550359567457,2,immune_activation;myofibroblast_caf_activation,immune_ecology;stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_032,10,0.2818588070335505,0.07738413113443687,1,oxidative_phosphorylation,metabolic_stress,1,0,0,oxidative_phosphorylation,cervical_validation,40,False
embedding__plip_063,10,0.2782087283731294,0.06411938657003048,1,oxidative_phosphorylation,metabolic_stress,1,0,0,oxidative_phosphorylation,cervical_validation,40,False
embedding__plip_009,10,0.2124862050704371,0.1045901225949863,1,immune_exclusion,immune_ecology,0,0,0,,cervical_validation,40,False
embedding__plip_059,10,0.2103632409368657,0.06852818360823554,1,luminal_estrogen_response,endocrine_epithelial_identity,0,0,0,,cervical_validation,40,False
embedding__plip_048,10,0.2074060249012856,0.06478232215466778,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,cervical_validation,40,False
embedding__plip_025,10,0.2054382974362783,0.08293645280319675,1,emt_invasive_front,invasion_boundary_emt,0,0,0,,cervical_validation,40,False
embedding__plip_039,10,0.2003766356922629,0.08936104356692601,1,immune_activation,immune_ecology,0,0,0,,cervical_validation,40,False
embedding__plip_003,10,0.1961438739718214,0.08031690841792391,1,myofibroblast_caf_activation,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_016,10,0.1939488301050144,0.07634886350425209,1,collagen_ecm_organization,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_037,10,0.1926407104401535,0.0776269944971027,1,collagen_ecm_organization,stromal_remodeling_caf_ecm,0,0,0,,cervical_validation,40,False
embedding__plip_052,10,0.1899066726089549,0.06753061774001798,1,oxidative_phosphorylation,metabolic_stress,0,0,0,,cervical_validation,40,False
embedding__plip_011,10,0.1890412706997256,0.1164072456045383,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_027,10,0.1875262955933792,0.08153627066848998,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_008,10,0.1859868412294341,0.11389263029846183,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_012,10,0.1837407792494075,0.08386237546463385,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_045,10,0.1790007130791754,0.07128610598702072,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_038,10,0.1778882535261568,0.08139852655458994,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_031,10,0.1735662567659605,0.08263736823717008,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_029,10,0.1721090237236183,0.10554701074660353,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_020,10,0.1685136126510487,0.09063194562014476,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_028,10,0.1680307544277517,0.08007674476642014,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_044,10,0.1671290922755223,0.0647884338021491,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_049,10,0.1670619768049558,0.05937299451953894,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_021,10,0.1661114471444896,0.09682528610987857,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_007,10,0.1646527686406004,0.08378782235242291,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_023,10,0.1643493796071871,0.0755050738294274,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_026,10,0.1641761356813813,0.09411784190666218,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_024,10,0.1631872323016496,0.06866559263214048,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_018,10,0.1600803519810376,0.05611765078998302,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_022,10,0.159067931540343,0.07486793091570226,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_017,10,0.1562349455617909,0.07793629332858,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_014,10,0.1556830636328098,0.0703757791319283,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_051,10,0.1518429523456687,0.0773548522883808,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_034,10,0.1516594517402681,0.09501217015078578,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_061,10,0.1497636122057582,0.07649584486994873,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_000,10,0.1491593174493505,0.06674457686810897,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_060,10,0.1485861174732177,0.08678435397774795,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_035,10,0.1477882220138349,0.06694990370915507,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_001,10,0.1434085705821787,0.05401140682547453,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_058,10,0.1429021282109698,0.06452596399640918,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_055,10,0.1414845414987607,0.07260261011735739,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_030,10,0.1376017617632947,0.059855851144989515,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_062,10,0.1352384047124744,0.05847263851597763,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_046,10,0.1334111845046551,0.06480350465311774,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_057,10,0.1329244872980555,0.06950638036137899,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_050,10,0.131046381188016,0.07227207307451024,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_033,10,0.1264231148719308,0.06529636319712925,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_006,10,0.1181701522905424,0.0580193305401991,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_010,10,0.1110894059757399,0.05472696735825995,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_041,10,0.1018607990022688,0.04881904715162772,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_036,10,0.0980154036324928,0.05434841147182433,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_019,10,0.096275925021529,0.04766438854590989,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_004,10,0.0892998641338155,0.04511737464766029,0,,,0,0,0,,cervical_validation,40,False
embedding__plip_015,10,0.0710280361669713,0.0367273920282328,0,,,0,0,0,,cervical_validation,40,False
