image_feature,omics_feature,effect_size,p_value,fdr
edge_contrast__pathomics__nuclear_density_proxy,lr__cxcl12_cxcr4__cross_zone,-0.6002075204687309,0.0007341564092987911,0.015617176402666246
edge_contrast__pathomics__foreground_fraction,rna__whole__col1a1,-0.6913404630472403,0.0007356169699700382,0.01562877074593469
edge_contrast__pathomics__mean_g,rna__whole__hilpda,-0.6913404630472403,0.0007356169699700382,0.01562877074593469
pathomics__inner_rim__texture_entropy,omics__whole__state_fraction__16,0.5999915105954101,0.000738257627775306,0.015665377207895896
pathomics__inner_rim__texture_entropy,omics__inner_rim__state_fraction__16,0.5999915105954101,0.000738257627775306,0.015665377207895896
pathomics__inner_rim__foreground_fraction,pathway__whole__immune_activation,0.6910506641398756,0.0007409707894603478,0.0157131830395995
pathomics__inner_rim__std_r,omics__outer_rim__state_fraction__15,0.5997768687167168,0.00074235266432249,0.01573271549677123
pathomics__core__foreground_fraction,omics__whole__state_fraction__1,0.5994688745915727,0.0007482633437120187,0.015848143350506043
geometry__area_um2,rna__outer_rim__gzmb,0.6640492201508209,0.0007513583569202379,0.01590382952385044
pathomics__core__foreground_fraction,rna__whole__cd68,0.6903474272413492,0.000754099828833169,0.015951968002491983
geometry__bbox_width_um,pathway__whole__tls_activation,0.6902569821362231,0.0007558025848816247,0.015966734594644334
geometry__area_um2,omics__whole__state_fraction__1,0.5990612940478536,0.0007561482810777009,0.015966734594644334
edge_contrast__pathomics__std_r,omics__inner_rim__state_fraction__22,-0.599058588543515,0.000756200862267585,0.015966734594644334
pathomics__inner_rim__std_r,omics__inner_rim__state_fraction__2,0.5988975951240691,0.0007593355012349822,0.0160230115470734
edge_contrast__pathomics__texture_std,rna__whole__cd3d,-0.6899098878978779,0.0007623673501641876,0.01607705130902143
pathomics__outer_rim__foreground_fraction,rna__whole__tyrobp,-0.6897381368264573,0.0007656335623178631,0.016126009305772043
edge_contrast__pathomics__foreground_fraction,rna__whole__eno1,-0.6897381368264573,0.0007656335623178631,0.016126009305772043
geometry__solidity,rna__whole__cd68,-0.6894957751156116,0.000770262719257665,0.016213507867382983
pathomics__whole__std_g,rna__core__rgs5,0.7038412292807588,0.000770871180497511,0.016216317833977832
edge_contrast__pathomics__texture_entropy,omics__outer_rim__state_fraction__15,-0.5982390829504323,0.0007722754610676255,0.016225863871859
pathomics__whole__nuclear_density_proxy,rna__whole__cxcl12,-0.6894137231294519,0.000771835283250405,0.016225863871859
pathomics__inner_rim__std_b,rna__outer_rim__eno1,0.6627194917999663,0.0007767064704389164,0.016308925162192796
geometry__eccentricity,rna__whole__pecam1,0.6890853644828933,0.0007781556367624562,0.01631928117342984
edge_contrast__pathomics__edge_density,rna__whole__prf1,-0.6890963656627357,0.0007779431759845104,0.01631928117342984
pathomics__whole__foreground_fraction,omics__inner_rim__state_fraction__2,0.5979002253211624,0.0007790087618417936,0.01632669630132726
pathomics__inner_rim__std_r,omics__whole__state_fraction__10,0.5978773266485596,0.0007794656133549128,0.01632669630132726
geometry__solidity,omics__outer_rim__state_fraction__11,-0.597832914768041,0.0007803523411745606,0.01633524808852351
edge_contrast__pathomics__std_g,omics__inner_rim__state_fraction__6,-0.597773456622425,0.0007815408602339612,0.016350102971879842
geometry__bbox_height_um,rna__whole__kdr,0.688816285241011,0.0007833675439012334,0.01637828210892585
edge_contrast__pathomics__texture_std,edge_contrast__omics__state_fraction__18,-0.5976376295504429,0.0007842618557117128,0.016386945090397367
geometry__bbox_width_um,rna__outer_rim__slc2a1,0.6622875118369214,0.0007850968197476596,0.016394358177262747
geometry__solidity,rna__whole__trac,-0.6886749468119024,0.0007861169925929397,0.016405627360090554
edge_contrast__pathomics__stain_pink_ratio,pathway__whole__immune_activation,-0.6883312315493174,0.0007928373433199966,0.016535768219689263
pathomics__inner_rim__texture_std,rna__whole__trac,0.6881235302146709,0.0007969218385073357,0.016590524353059542
pathomics__inner_rim__std_g,omics__inner_rim__state_fraction__22,0.5969872088622203,0.0007974064338167275,0.016590524353059542
edge_contrast__pathomics__std_g,omics__whole__state_fraction__6,-0.597010990478774,0.000796922460426891,0.016590524353059542
geometry__solidity,edge_contrast__omics__state_fraction__11,-0.5970293759041055,0.0007965484790833499,0.016590524353059542
pathomics__core__foreground_fraction,rna__whole__eno1,0.6880205127524633,0.000798954293198721,0.016612605041650873
pathomics__inner_rim__std_r,omics__inner_rim__state_fraction__10,0.5968570581730501,0.0008000596384803683,0.01662546328484281
pathomics__inner_rim__texture_std,rna__whole__jchain,0.6879074797199963,0.0008011893887202147,0.016638812718786842
geometry__bbox_height_um,rna__core__tyrobp,0.702230663053843,0.0008022932021421527,0.016651607603366186
pathomics__inner_rim__mean_b,rna__whole__spp1,0.6877594389164634,0.0008041247168772199,0.016669354027700086
pathomics__outer_rim__foreground_fraction,rna__whole__eno1,-0.6877618097868398,0.0008040776361122078,0.016669354027700086
geometry__perimeter_um,pathway__whole__tls_activation,0.6876402812900696,0.0008064939544793744,0.016701921712076396
pathomics__inner_rim__nuclear_density_proxy,rna__inner_rim__cxcl12,-0.8545454545454546,0.0008066741521648989,0.016701921712076396
pathomics__inner_rim__foreground_fraction,rna__outer_rim__hilpda,0.6608541765438753,0.0008134936431130994,0.016832909068586328
pathomics__inner_rim__std_r,rna__core__vegfa,0.7013804286983402,0.0008193107066204058,0.01691578754811456
geometry__perimeter_um,rna__core__tyrobp,0.7012921810914249,0.0008210942308677776,0.01691578754811456
pathomics__inner_rim__texture_entropy,rna__whole__cxcr4,0.6868452405627175,0.000822453498033805,0.01691578754811456
pathomics__core__foreground_fraction,omics__inner_rim__state_fraction__1,0.5959614120180651,0.0008185276341951945,0.01691578754811456
edge_contrast__pathomics__std_r,omics__whole__state_fraction__21,-0.5957805661711839,0.0008223013946817191,0.01691578754811456
edge_contrast__pathomics__std_r,omics__core__state_fraction__14,-0.5957805661711839,0.0008223013946817191,0.01691578754811456
edge_contrast__pathomics__std_r,omics__core__state_fraction__21,-0.5957805661711839,0.0008223013946817191,0.01691578754811456
edge_contrast__pathomics__mean_b,omics__core__n_cells,-0.5957901512918566,0.0008221009993330736,0.01691578754811456
pathomics__outer_rim__mean_r,omics__outer_rim__state_entropy,-0.5957924291697073,0.0008220533821851916,0.01691578754811456
edge_contrast__pathomics__nuclear_density_proxy,lr__cxcl13_cxcr5__cross_zone,-0.5958316509068781,0.0008212338613293335,0.01691578754811456
geometry__compactness,rna__whole__slc2a1,-0.6868086904371572,0.0008231935727764152,0.01692081575059143
geometry__bbox_height_um,rna__whole__ms4a1,0.6867525694872768,0.0008243310175147611,0.016934000962688912
geometry__area_um2,omics__inner_rim__state_fraction__1,0.5955460957042192,0.0008272167298927892,0.01698306289356561
pathomics__inner_rim__mean_b,omics__core__state_fraction__6,0.5951274356258894,0.0008360570538263339,0.017140340422498537
pathomics__inner_rim__nuclear_density_proxy,omics__inner_rim__state_fraction__19,0.5951274356258894,0.0008360570538263339,0.017140340422498537
edge_contrast__pathomics__texture_entropy,lr__vegfa_kdr__cross_zone,-0.5951120474637538,0.0008363835494078427,0.017140340422498537
edge_contrast__pathomics__stain_blue_ratio,omics__whole__state_fraction__21,-0.594961060578101,0.0008395929861254995,0.017175184980405513
edge_contrast__pathomics__stain_blue_ratio,omics__core__state_fraction__14,-0.594961060578101,0.0008395929861254995,0.017175184980405513
edge_contrast__pathomics__stain_blue_ratio,omics__core__state_fraction__21,-0.594961060578101,0.0008395929861254995,0.017175184980405513
pathomics__inner_rim__foreground_fraction,pathway__whole__tls_activation,0.6859504132231405,0.0008407346934090617,0.017188241857707898
pathomics__inner_rim__stain_blue_ratio,rna__outer_rim__cd79a,0.6593515921830877,0.0008441997421977096,0.017238437558680743
pathomics__inner_rim__texture_std,rna__outer_rim__mmp11,0.6593515921830877,0.0008441997421977096,0.017238437558680743
geometry__bbox_height_um,rna__whole__col4a2,0.6855556515331913,0.0008489081144539964,0.01729321052726035
geometry__perimeter_um,omics__whole__state_fraction__21,0.5945484734321345,0.0008484179045068277,0.01729321052726035
geometry__perimeter_um,omics__core__state_fraction__14,0.5945484734321345,0.0008484179045068277,0.01729321052726035
geometry__perimeter_um,omics__core__state_fraction__21,0.5945484734321345,0.0008484179045068277,0.01729321052726035
geometry__perimeter_um,rna__whole__col4a2,0.6855254428834352,0.0008495363315149872,0.017295688390330764
geometry__eccentricity,rna__outer_rim__spp1,0.6590230077816882,0.0008510447971839046,0.017316073578934967
pathomics__outer_rim__foreground_fraction,rna__whole__fn1,-0.6852676780903845,0.0008549127876583261,0.0173844147684518
geometry__solidity,omics__whole__state_fraction__16,-0.5942169898803311,0.000855566535282617,0.017387352766439948
edge_contrast__pathomics__stain_blue_ratio,omics__core__state_fraction__6,-0.5941415549850184,0.0008572006434023262,0.01741019890960275
geometry__perimeter_um,omics__core__state_fraction__6,0.5937284065722279,0.0008661987962463686,0.0175720494958072
edge_contrast__pathomics__std_g,rna__outer_rim__cd79a,-0.6583075508545266,0.0008661132419285772,0.0175720494958072
edge_contrast__pathomics__stain_blue_ratio,rna__outer_rim__trac,-0.6581743113729412,0.0008689444434951827,0.017606825631936218
edge_contrast__pathomics__texture_entropy,rna__whole__cd3d,-0.6846164616480219,0.0008686240878941255,0.017606825631936218
pathomics__whole__foreground_fraction,pathway__whole__tls_activation,0.6844859680731427,0.0008713938431749358,0.017645983744767887
pathomics__inner_rim__std_b,pathway__outer_rim__hypoxia_necrosis,0.6580349119336798,0.0008719149897287977,0.01764607088282194
pathomics__inner_rim__std_b,rna__outer_rim__cd79a,0.657951694959769,0.0008736924382591682,0.01765065516393167
pathomics__whole__foreground_fraction,omics__core__state_fraction__1,0.5934013522939151,0.0008733801152517932,0.01765065516393167
pathomics__whole__foreground_fraction,omics__core__state_fraction__10,0.5934013522939151,0.0008733801152517932,0.01765065516393167
pathomics__inner_rim__texture_std,omics__whole__state_fraction__1,0.5932676623895586,0.0008763305227796704,0.017693481199730045
pathomics__inner_rim__texture_std,rna__whole__gzmb,0.6841887792958066,0.0008777295999184792,0.01771125531939522
pathomics__inner_rim__std_g,omics__inner_rim__state_fraction__3,0.5930701954046916,0.0008807043129034231,0.017760783609656626
geometry__bbox_height_um,rna__outer_rim__cd79a,0.6575915570965928,0.0008814203952132532,0.017764731483690017
geometry__solidity,omics__whole__state_fraction__18,-0.5927206097460935,0.000888494099228662,0.017896734829418868
geometry__boundary_roughness,rna__outer_rim__ldha,0.6572316524769578,0.0008892015506743059,0.017900424140991834
pathomics__whole__foreground_fraction,omics__whole__state_fraction__10,0.5925015776884657,0.0008934052934376345,0.01796032411153482
pathomics__whole__foreground_fraction,omics__whole__state_fraction__2,0.5925015776884657,0.0008934052934376345,0.01796032411153482
pathomics__outer_rim__foreground_fraction,pathway__outer_rim__tls_activation,-0.6569981458135569,0.0008942812661709681,0.01796032411153482
geometry__compactness,rna__outer_rim__gzmb,-0.6570096812238868,0.0008940297441737664,0.01796032411153482
edge_contrast__pathomics__foreground_fraction,rna__whole__ms4a1,-0.68318392784784,0.0008994410365371063,0.018053330905026387
geometry__bbox_height_um,pathway__core__myeloid_activation,0.697521297942818,0.0009004147216754076,0.018062255832809498
geometry__perimeter_um,pathway__core__myeloid_activation,0.6974662050443999,0.0009016196082118812,0.018067039730699973
edge_contrast__pathomics__mean_g,rna__core__hilpda,-0.6974620036377307,0.0009017115488580854,0.018067039730699973
pathomics__inner_rim__std_g,omics__outer_rim__state_fraction__25,0.5920705447247068,0.0009031391181968963,0.018085029779166237
geometry__area_um2,rna__core__tyrobp,0.6972897299257549,0.0009054882494635405,0.01811519282803203
edge_contrast__pathomics__std_b,rna__core__cd3d,-0.6972797891221088,0.0009057065830194679,0.01811519282803203
geometry__boundary_roughness,rna__whole__hla_dra,0.6827751441666732,0.0009084023396483939,0.018158473466203435
edge_contrast__pathomics__std_r,omics__core__state_fraction__6,-0.59168303820577,0.0009119687151170524,0.018219096472513987
pathomics__inner_rim__stain_blue_ratio,rna__core__hilpda,0.6968844003092483,0.0009144265589950022,0.018251706203212915
geometry__area_um2,rna__whole__col1a1,0.6824912461624828,0.0009146701808241257,0.018251706203212915
pathomics__inner_rim__nuclear_density_proxy,rna__whole__vegfa,0.6824210732845115,0.0009162250592925459,0.018269094451442473
pathomics__inner_rim__mean_g,rna__outer_rim__ca9,0.6559665915217585,0.0009170191554522929,0.018269094451442473
pathomics__inner_rim__mean_b,omics__whole__state_fraction__21,0.5914078891532276,0.0009182837201122291,0.018269094451442473
pathomics__inner_rim__mean_b,omics__core__state_fraction__14,0.5914078891532276,0.0009182837201122291,0.018269094451442473
pathomics__inner_rim__mean_b,omics__core__state_fraction__21,0.5914078891532276,0.0009182837201122291,0.018269094451442473
edge_contrast__pathomics__texture_entropy,rna__whole__spp1,-0.6823072389074377,0.0009187521285550561,0.018269094451442473
geometry__eccentricity,lr__cxcl12_cxcr4__cross_zone,0.5912923890748897,0.0009209459125909128,0.01830205782751976
pathomics__inner_rim__edge_density,omics__whole__state_fraction__2,0.591267930593482,0.0009215105241460267,0.01830262496532498
pathomics__core__foreground_fraction,rna__whole__mmp11,0.6820893014356318,0.0009236066591741808,0.01832461345311194
pathomics__outer_rim__std_r,rna__outer_rim__ms4a1,0.6556680484935209,0.0009236910477653814,0.01832461345311194
pathomics__inner_rim__mean_b,rna__core__cd3d,0.6964410079861844,0.0009242889172628658,0.018325825907775123
pathomics__inner_rim__std_g,pathway__outer_rim__hypoxia_necrosis,0.6555352541485566,0.0009266720378257839,0.018362412487201343
pathomics__inner_rim__std_b,rna__core__jchain,0.696269887413283,0.0009281189416837213,0.018380415839307197
geometry__compactness,omics__whole__state_fraction__14,-0.5909344732255392,0.0009292383375841398,0.018391916128578375
geometry__perimeter_um,rna__whole__col1a1,0.6817205048142206,0.0009318708928008798,0.018418011497089708
edge_contrast__pathomics__stain_blue_ratio,lr__cxcl13_cxcr5__cross_zone,-0.5907944268050083,0.0009325006739718054,0.018418011497089708
pathomics__outer_rim__foreground_fraction,rna__core__tyrobp,-0.6960653396397439,0.0009327146001542999,0.018418011497089708
edge_contrast__pathomics__foreground_fraction,rna__core__tyrobp,-0.6960653396397439,0.0009327146001542999,0.018418011497089708
geometry__boundary_roughness,rna__outer_rim__gzmb,0.6552031692491364,0.0009341626787500907,0.018425292997045404
edge_contrast__pathomics__stain_pink_ratio,rna__outer_rim__trac,-0.6552095622226126,0.0009340179902484194,0.018425292997045404
geometry__bbox_height_um,omics__outer_rim__state_fraction__6,0.5906406425731593,0.0009360945105001694,0.018452736014721006
edge_contrast__pathomics__foreground_fraction,rna__whole__cxcl13,-0.681464170717994,0.0009376516955537638,0.018472766410615467
